episode,step,position,risk_level,action,reward,gestational_week
3,14,"(2, 5)",HIGH,SPECIALIST_REFERRAL,7.592880672972945,35
3,15,"(3, 6)",CRITICAL,SPECIALIST_REFERRAL,7.319605424742815,36
3,16,"(4, 7)",CRITICAL,SPECIALIST_REFERRAL,5.701904006659996,37
3,17,"(5, 7)",CRITICAL,WEIGHT_MANAGEMENT,1.2521527777580193,38
3,18,"(6, 7)",CRITICAL,WEIGHT_MANAGEMENT,0.33700163126710736,39
3,19,"(7, 7)",CRITICAL,WEIGHT_MANAGEMENT,2.9169903514205973,40
4,1,"(0, 0)",LOW,SPECIALIST_REFERRAL,-0.8630281735970622,13
4,2,"(0, 1)",LOW,SPECIALIST_REFERRAL,1.3284307779484443,14
4,3,"(1, 1)",LOW,SPECIALIST_REFERRAL,-0.8892839771512291,16
4,4,"(1, 2)",LOW,SPECIALIST_REFERRAL,2.093616649520656,17
4,5,"(0, 2)",LOW,SPECIALIST_REFERRAL,1.1096725845320838,19
4,6,"(0, 3)",LOW,SPECIALIST_REFERRAL,0.8325111689269028,20
4,7,"(1, 3)",MODERATE,SPECIALIST_REFERRAL,1.9525299157144096,22
4,8,"(0, 3)",MODERATE,SPECIALIST_REFERRAL,2.62511556690572,23
4,9,"(1, 3)",MODERATE,SPECIALIST_REFERRAL,1.7099882152851533,24
4,10,"(1, 2)",MODERATE,SPECIALIST_REFERRAL,-0.03134759846809798,25
4,11,"(0, 2)",MODERATE,SPECIALIST_REFERRAL,2.323995774487885,26
4,12,"(0, 3)",MODERATE,SPECIALIST_REFERRAL,-0.39182184903576456,27
4,13,"(0, 2)",MODERATE,SPECIALIST_REFERRAL,2.4520889034414437,29
4,14,"(0, 2)",MODERATE,SPECIALIST_REFERRAL,3.042630615381702,30
4,15,"(0, 2)",HIGH,SPECIALIST_REFERRAL,6.80702600182849,32
4,16,"(1, 3)",HIGH,SPECIALIST_REFERRAL,3.960024377740419,33
4,17,"(2, 4)",HIGH,SPECIALIST_REFERRAL,7.2370291559252635,34
4,18,"(3, 5)",HIGH,SPECIALIST_REFERRAL,6.2014208596896685,36
4,19,"(4, 6)",CRITICAL,SPECIALIST_REFERRAL,6.7270416849945756,38
4,20,"(5, 7)",CRITICAL,SPECIALIST_REFERRAL,7.406059335167698,40
